query,response,category,symptom,condition,response_type,timestamp
I've been experiencing weight changes for a month. What could this be?,"Your symptoms of weight changes for a month could suggest hyperthyroidism, but other causes should be ruled out by a healthcare provider.",Endocrine,weight changes,hyperthyroidism,diagnosis,2024-09-08T09:56:18.118748
How long does lesions typically last with acne?,"In acne, patients often experience lesions due to neurochemical imbalances. Medical approaches include physical therapy.",Dermatological,lesions,acne,information,2024-07-02T09:56:18.118748
What are the common treatments for bursitis?,bursitis is a musculoskeletal condition characterized by stiffness. Treatment typically involves exercise regimens.,Musculoskeletal,stiffness,bursitis,information,2024-12-24T09:56:18.118748
Are there any home remedies for increased thirst?,Cushing's syndrome is a endocrine condition characterized by increased thirst. Treatment typically involves physical therapy.,Endocrine,increased thirst,Cushing's syndrome,information,2024-09-02T09:56:18.118748
I have shortness of breath. Should I be concerned?,"While shortness of breath is commonly seen in chronic bronchitis, only a medical professional can provide a proper diagnosis after examination.",Respiratory,shortness of breath,chronic bronchitis,diagnosis,2024-11-17T09:56:18.118748
How long does shortness of breath typically last with arrhythmia?,"In arrhythmia, patients often experience shortness of breath due to cellular dysfunction. Medical approaches include surgical intervention in severe cases.",Cardiovascular,shortness of breath,arrhythmia,information,2024-07-25T09:56:18.118748
Are there any home remedies for confusion?,epilepsy is a neurological condition characterized by confusion. Treatment typically involves lifestyle modifications.,Neurological,confusion,epilepsy,information,2024-10-14T09:56:18.118748
"My doctor mentioned hypothyroidism, but I don't understand what it means. Can you explain?",hypothyroidism affects the integumentary system and commonly presents with heat/cold intolerance. Management includes combination approaches tailored to individual needs.,Endocrine,heat/cold intolerance,hypothyroidism,information,2024-11-22T09:56:18.118748
I'm concerned about weakness that won't go away. Any advice?,"Many people with weakness find relief by take over-the-counter pain relievers as directed, but this doesn't replace professional medical care.",Neurological,weakness,Parkinson's disease,advice,2024-11-13T09:56:18.118748
I've noticed sputum production recently. What could be wrong?,pneumonia affects the immune system and commonly presents with sputum production. Management includes dietary changes.,Respiratory,sputum production,pneumonia,information,2024-06-16T09:56:18.118748
I've been experiencing mood changes for a day. What could this be?,"In bipolar disorder, patients often experience mood changes due to metabolic dysfunction. Medical approaches include dietary changes.",Psychiatric,mood changes,bipolar disorder,information,2024-07-22T09:56:18.118748
Are there any home remedies for palpitations?,"In coronary artery disease, patients often experience palpitations due to autoimmune processes. Medical approaches include lifestyle modifications.",Cardiovascular,palpitations,coronary artery disease,information,2024-08-12T09:56:18.118748
I've noticed itching recently. What could be wrong?,"Many people with itching find relief by use a heating pad for comfort, but this doesn't replace professional medical care.",Dermatological,itching,dermatitis,advice,2024-12-28T09:56:18.118748
I'm concerned about dizziness that won't go away. Any advice?,"dizziness can be associated with several conditions including stroke. However, proper diagnosis requires medical evaluation.",Neurological,dizziness,stroke,diagnosis,2025-03-22T09:56:18.118748
What are the common treatments for acne?,"For lesions, it's advisable to practice stress reduction techniques. If symptoms persist, please consult a healthcare provider.",Dermatological,lesions,acne,advice,2024-06-21T09:56:18.118748
My ear has been hurting for several months. What might be causing this?,arrhythmia affects the immune system and commonly presents with swelling. Management includes physical therapy.,Cardiovascular,swelling,arrhythmia,information,2024-04-20T09:56:18.118748
Are there any home remedies for sleep disturbances?,depression is a psychiatric condition characterized by sleep disturbances. Treatment typically involves dietary changes.,Psychiatric,sleep disturbances,depression,information,2025-01-07T09:56:18.118748
Are there any home remedies for muscle pain?,"For muscle pain, it's advisable to ensure adequate sleep. If symptoms persist, please consult a healthcare provider.",Musculoskeletal,muscle pain,fibromyalgia,advice,2024-04-19T09:56:18.118748
I've noticed swelling recently. What could be wrong?,"While swelling is commonly seen in acne, only a medical professional can provide a proper diagnosis after examination.",Dermatological,swelling,acne,diagnosis,2024-07-02T09:56:18.118748
"My doctor mentioned hypothyroidism, but I don't understand what it means. Can you explain?","Your symptoms of weight changes for two days could suggest hypothyroidism, but other causes should be ruled out by a healthcare provider.",Endocrine,weight changes,hypothyroidism,diagnosis,2024-11-02T09:56:18.118748
What are the common treatments for bursitis?,bursitis is a musculoskeletal condition characterized by stiffness. Treatment typically involves surgical intervention in severe cases.,Musculoskeletal,stiffness,bursitis,information,2024-05-25T09:56:18.118748
I have sleep disturbances. Should I be concerned?,bipolar disorder affects the endocrine system and commonly presents with sleep disturbances. Management includes medication management.,Psychiatric,sleep disturbances,bipolar disorder,information,2024-10-15T09:56:18.118748
How long does confusion typically last with stroke?,"Many people with confusion find relief by practice stress reduction techniques, but this doesn't replace professional medical care.",Neurological,confusion,stroke,advice,2024-09-29T09:56:18.118748
How long does swelling typically last with rheumatoid arthritis?,"Many people with swelling find relief by monitor symptoms and seek medical attention if they worsen, but this doesn't replace professional medical care.",Musculoskeletal,swelling,rheumatoid arthritis,advice,2025-03-03T09:56:18.118748
My skin has been itching for two weeks. What might be causing this?,acne affects the musculoskeletal system and commonly presents with itching. Management includes stress reduction.,Dermatological,itching,acne,information,2024-10-09T09:56:18.118748
How long does body aches typically last with cellulitis?,"While body aches is commonly seen in cellulitis, only a medical professional can provide a proper diagnosis after examination.",Infectious,body aches,cellulitis,diagnosis,2025-01-17T09:56:18.118748
"My doctor mentioned asthma, but I don't understand what it means. Can you explain?","Your symptoms of cough for several months could suggest asthma, but other causes should be ruled out by a healthcare provider.",Respiratory,cough,asthma,diagnosis,2024-05-31T09:56:18.118748
My neck has been itching for several days. What might be causing this?,"Many people with chest tightness find relief by apply ice to reduce swelling, but this doesn't replace professional medical care.",Respiratory,chest tightness,pneumonia,advice,2025-03-29T09:56:18.119946
I've been experiencing redness for several months. What could this be?,rosacea affects the digestive system and commonly presents with redness. Management includes specialized therapies.,Dermatological,redness,rosacea,information,2024-06-11T09:56:18.119946
What are the common treatments for Cushing's syndrome?,Cushing's syndrome is a endocrine condition characterized by heat/cold intolerance. Treatment typically involves exercise regimens.,Endocrine,heat/cold intolerance,Cushing's syndrome,information,2024-09-13T09:56:18.119946
